Term,es,nes,pval,fdr,gene_set_size,matched_size,genes
Pathways in cancer_Homo sapiens_hsa05200,0.3184608626758255,1.5392806265711256,0.006263048016701462,0.1816385282983054,397,393,"FOS,JUN,ZBTB16,TCF7L1,CXCL12,FGF13,FZD2,PTGS2,LPAR1,FGF2,COL4A1,CXCR4,VEGFC,MAPK10,GNAI2,PTGER3,LAMC1,FN1,PDGFRB,AGTR1,FGF7,LAMB2,CTNNA2,MITF,CXCL8,WNT2B,RET,GNGT2,FGFR1,MYC,IGF1,PDGFB,LAMA4,COL4A2,PIK3CD,RUNX1T1,GLI1,FZD7,FZD10,EDNRA,FGF1,FLT3LG,FIGF,RASGRP3,GNG7,ARHGEF1,TGFBR2,STAT5A,PGF,MMP9,CDK4,STAT5B,GLI2,GNB4,VEGFB,LAMA2,ADCY4,FGF23,PLCB1,WNT4,CSF1R,ADCY5,CDC42,RAC2,BIRC3,ADCY3,ROCK1,CSF3R,GNG4,RALGDS,CUL2,RHOA,WNT9A,AKT3,GNG2,RASGRP4,AKT1,GNG11,GNA12,FZD3,GNB5,IL6,PRKCB,MMP2,GNG10,TRAF5,TGFB1,RASGRP2,ARAF,PIK3R3,RASGRP1,TCF7,LAMA5,TGFB2,ARNT2,PLEKHG5,GNG3,NFKB2,HIF1A,WNT11,FGF3,RASSF5,MAP2K1,PTGER1,AKT2,ADCY2,GLI3,GRB2,MSH6,CSF2RA,TGFBR1,RASSF1,RELA,APC2,STK4,ADCY7,TGFB3,PTCH1,WNT5B,FGF4,PIK3CG,PIK3R5,FZD4,KIT,LAMB1,COL4A4,PML,IKBKB,AR,CDK2,IKBKG,HSP90AB1,PLCG2,GNAS,MLH1,CTNNA3,DCC,DVL2,LPAR6,CDKN2A,CTNNB1,ABL1,EGLN2,DVL3,CDKN1B,PRKACG,PRKCG,RARB,PDGFRA,ETS1,FGF14,ADCY8,ITGAV,FZD9,DVL1,PIK3CA,STK36,PLCG1,LPAR4,FGF19,WNT9B,BCL2,RXRG,TCEB1,FLT3,NFKBIA,PIK3R1,COL4A3,FZD8,SMAD4,NTRK1,FASLG,CASP9,ADCY1,RARA,ITGB1,PLCB2,HGF,NKX3-1,CBLB,SPI1,HSP90AA1,CTBP1,WNT7B,LAMA3,PIK3R2,WNT1,WNT10B,AXIN1,FGF10,WNT6,STAT3,ARNT,LAMC2,TRAF1,FZD6,FGF8,RAC3,ITGA2B,FOXO1,TRAF2,RBX1,COL4A6,FGF6,CCND1,BMP4,DAPK1,FGF16,RXRB,FGF18,MSH2,HDAC2,PIAS2,GNB1,WNT7A,SUFU,BRCA2,ADCY9,HRAS,COL4A5,FGF20,TP53,HSP90B1,GSK3B,RB1,BDKRB1,GNB2,GSTP1,WNT16,ARHGEF12,GNG8,NFKB1,WNT10A,HHIP,FGF12,RAD51,PIK3CB,SMO,TPR,PRKACA,GNG13,E2F3,FGF17,SMAD3,PRKCA,MAP2K2,BRAF,EDNRB,AXIN2,BCR,EPAS1,CBL,BIRC7,PTK2,LEF1,PTGER2,FGF5,MAPK8,FZD1,VHL,CHUK,CCNA1,KRAS,SKP2,GNGT1,F2R,PTEN,F2RL3,MAPK9,MECOM,MDM2,SOS1,RAF1,EGF,ROCK2,BID,ITGA3,BDKRB2,SLC2A1,WNT2,E2F1,PLCB3,CASP8,NOS2,CTBP2,SHH,BCL2L1,FGF21,HDAC1,E2F2,TPM3,JUP,WNT8A,GNB3,CREBBP,TRAF3,LAMC3,IGF1R,EP300,FGFR3,KITLG,BMP2,CDKN1A,MAPK3,MTOR,WNT8B,GNAQ,VEGFA,GNAI1,BAX,MAX,CKS2,PTGER4,FAS,MSH3,APC,DAPK3,NCOA4,LPAR2,BIRC2,LAMA1,RALBP1,LAMB4,PDGFA,BAD,PLCB4,APPL1,FGF11,PAX8,CBLC,LPAR3,TFG,SMAD2,CCNE2,JAK1,DAPK2,GNAI3,MAPK1,FGF22,MMP1,CCDC6,GNA11,CKS1B,FGFR2,FGF9,TRAF6,BIRC5,FH,EGFR,ARHGEF11,TCEB2,TCF7L2,KLK3,PPARD,WNT5A,CDK6,TRAF4,PTCH2,ITGA6,STAT1,SOS2,GNA13,LAMB3,CCNE1,CRKL,RXRA,ERBB2,CDKN2B,CYCS,EGLN3,MET,GNG5,CTNNA1,XIAP,RALB,FADD,NRAS,FZD5,LPAR5,RAC1,CDH1,CEBPA,PRKACB,GNG12,CRK,TGFA,PPARG,EGLN1,PLD1,RALA,ADCY6,CASP3,ITGA2"
Drug metabolism - other enzymes_Homo sapiens_hsa00983,-0.4856599203575737,-1.4188803427065095,0.09919028340080972,0.18280359944857663,46,34,"CES1,IMPDH1,IMPDH2,GMPS,UGT1A6,UPB1,HPRT1,UCK1,CYP2A6,DPYD,CYP3A4,DPYS,UPP2,TK2,UMPS,UGT2A1,ITPA,UGT2B17,TYMP,TPMT,UCKL1,UGT2B4,UGT2B15,GUSB,TK1,CDA,XDH,CES2,UPP1,UGT2B28,NAT1,UGT2A3,UGT1A1,NAT2"
Phenylalanine metabolism_Homo sapiens_hsa00360,-0.5113577789109128,-1.4220045013213303,0.08264462809917356,0.18302902558540698,17,16,"AOC3,MAOB,HPD,GLYAT,MIF,ALDH3B2,AOC2,ALDH1A3,IL4I1,ALDH3B1,GOT2,ALDH3A1,TAT,GOT1,DDC,MAOA"
Platelet activation_Homo sapiens_hsa04611,0.35701184683833964,1.5130411444210765,0.012711864406779662,0.1858494892081664,122,119,"COL1A2,GUCY1B3,FYN,GUCY1A3,GNAI2,VWF,ITPR1,PIK3CD,MYLK,COL1A1,ARHGEF1,PPP1R12A,ADCY4,P2RX1,PLCB1,ADCY5,GUCY1A2,LCP2,ADCY3,ROCK1,P2RY12,COL3A1,GP5,GP1BA,RHOA,AKT3,AKT1,MYLK2,BTK,GP1BB,RASGRP2,PIK3R3,RASGRP1,PLA2G4D,LYN,APBB1IP,PTGS1,AKT2,ADCY2,RAP1A,TLN1,TBXAS1,ADCY7,PIK3CG,PIK3R5,MAPK11,PTGIR,FERMT3,PLCG2,ORAI1,GNAS,JMJD7-PLA2G4B,PRKACG,VASP,ADCY8,PIK3CA,ITPR2,TBXA2R,PIK3R1,NOS3,STIM1,ADCY1,PLA2G4C,ITGB1,PLCB2,FCER1G,PIK3R2,ITGA2B,RAP1B,ACTB,PPP1CB,MAPK12,MYL12A,ADCY9,PRKG1,GP9,FGG,PLA2G4A,FGA,ARHGEF12,PIK3CB,PRKACA,FGB,ITGB3,FCGR2A,GP6,F2R,MYLK4,F2RL3,SYK,ROCK2,PLA2G4F,PLCB3,MAPK3,TLN2,GNAQ,MYLK3,GNAI1,PPP1CA,SRC,PRKCZ,MYL12B,PPP1CC,PLCB4,MAPK14,SNAP23,GNAI3,MAPK1,ARHGAP35,PRKCI,ITPR3,VAMP8,GNA13,PRKG2,P2RY1,PRKACB,MAPK13,ADCY6,ITGA2"
Salivary secretion_Homo sapiens_hsa04970,0.3529615021131143,1.517034466459456,0.012145748987854251,0.18690761792278734,89,82,"GUCY1B3,GUCY1A3,RYR3,ATP1A2,ATP2B4,ITPR1,ADCY4,NOS1,PLCB1,ADCY5,KCNMA1,GUCY1A2,ADCY3,ADRB2,CAMP,ADRB1,PRKCB,VAMP2,MUC7,ADRA1B,CST1,ADCY2,ADCY7,SLC4A2,GNAS,LYZ,PRKACG,PRKCG,ADCY8,CALML6,ITPR2,CST2,HTN3,ATP1A3,TRPV6,ADCY1,ATP2B3,PLCB2,ATP1B2,ATP2B2,SLC9A1,CALM1,CHRM3,PRB1,FXYD2,ADRB3,AQP5,KCNN4,CST3,CALML5,ADCY9,PRH1,PRKG1,CD38,CST5,BST1,ADRA1D,PRKACA,HTN1,ADRA1A,PRKCA,LPO,CALML3,PLCB3,CST4,MUC5B,ATP1A4,GNAQ,STATH,ATP1B4,BEST2,PLCB4,ATP1B1,ATP1B3,DMBT1,ATP1A1,SLC12A2,ITPR3,ATP2B1,PRKG2,PRKACB,ADCY6"
Cocaine addiction_Homo sapiens_hsa05030,0.3915533246579762,1.5031514982964271,0.01646090534979424,0.18762825717871115,49,49,"FOSB,JUN,GNAI2,CREB5,ATF4,GPSM1,ADCY5,BDNF,RGS9,CREB3L2,CDK5R1,RELA,MAOB,GNAS,PRKACG,GRM2,PDYN,GRIA2,DLG4,ATF6B,DRD1,CREB1,GRIN2D,SLC18A1,GRIN2A,NFKB1,PRKACA,GRM3,CREB3L3,CREB3,ATF2,GRIN3A,SLC18A2,TH,GRIN2B,CDK5,GNAI1,CREB3L4,CREB3L1,GRIN3B,SLC6A3,GRIN2C,DRD2,GRIN1,GNAI3,PPP1R1B,PRKACB,DDC,MAOA"
Amino sugar and nucleotide sugar metabolism_Homo sapiens_hsa00520,-0.4362453413734164,-1.410284582994906,0.0973630831643002,0.1879413648331317,48,47,"GFPT2,CYB5R3,GNPDA1,NAGK,HK1,HK3,GNPDA2,NANP,CYB5R2,GALK1,UXS1,CYB5R1,RENBP,GCK,CHIT1,FUK,CHIA,NPL,UAP1L1,GALT,TSTA3,MPI,GALE,PMM2,CYB5RL,CYB5R4,HEXA,GPI,AMDHD2,NANS,PGM3,GMPPA,PGM2,GNE,UGP2,HK2,GNPNAT1,UAP1,HKDC1,PMM1,HEXB,UGDH,GFPT1,PGM1,GMDS,CMAS,FPGT"
Inositol phosphate metabolism_Homo sapiens_hsa00562,-0.35797754009100724,-1.4012398789693985,0.04798464491362764,0.188088178652471,71,70,"INPP4A,PIP5KL1,PIK3CD,PIP4K2B,PIP4K2A,ITPKB,PLCB1,PLCD4,PI4KB,INPP5E,INPP5D,MTMR7,PIK3CG,INPP5B,PLCG2,MTMR14,INPPL1,CDIPT,PIP5K1C,PIK3CA,PLCG1,IPPK,PLCH2,PI4K2A,PLCB2,ISYNA1,PLCZ1,MTMR6,INPP5A,TPI1,PI4KA,PIK3CB,ITPK1,ITPKC,PTEN,INPP5K,PIP5K1B,PLCB3,PIK3C2A,IMPAD1,MTMR1,MTMR4,MIOX,PIKFYVE,INPP1,PIK3C3,PIK3C2G,SYNJ2,PLCD1,PLCB4,SYNJ1,PIP5K1A,IPMK,IMPA1,PIK3C2B,INPP4B,PLCE1,OCRL,PIP4K2C,INPP5J,MTMR3,ITPKA,PI4K2B,PLCH1,IMPA2,MTMR2,MTM1,PLCD3,MINPP1,ALDH6A1"
Chagas disease (American trypanosomiasis)_Homo sapiens_hsa05142,0.3910165795937556,1.4930572077830035,0.06224899598393574,0.1886764597327822,104,102,"FOS,JUN,CCL2,MAPK10,GNAI2,C3,CXCL8,GNAO1,PIK3CD,CCL3,PPP2CA,TGFBR2,PLCB1,IL1B,C1QA,TLR9,CD3D,AKT3,AKT1,C1QC,IL6,TGFB1,PIK3R3,C1QB,TGFB2,AKT2,TGFBR1,IFNGR1,RELA,CD3E,TGFB3,GNA14,IL2,PIK3CG,PIK3R5,MAPK11,IKBKB,IKBKG,GNAS,CD247,TNFRSF1A,PPP2R2B,PIK3CA,IL12A,IL10,NFKBIA,PIK3R1,TLR2,FASLG,ADCY1,GNAL,PLCB2,IFNB1,CCL5,PIK3R2,CD3G,PPP2R2A,MAPK12,IFNG,CALR,SERPINE1,NFKB1,ACE,IL12B,PIK3CB,PPP2R2D,PPP2R1A,GNA15,TLR4,SMAD3,PPP2R2C,MAPK8,CHUK,IRAK1,MAPK9,TNF,BDKRB2,PLCB3,CASP8,NOS2,CFLAR,TLR6,MAPK3,GNAQ,IFNGR2,GNAI1,TICAM1,MYD88,FAS,PLCB4,MAPK14,SMAD2,GNAI3,MAPK1,GNA11,PPP2R1B,TRAF6,MAP2K4,IRAK4,PPP2CB,FADD,MAPK13"
ABC transporters_Homo sapiens_hsa02010,-0.40483406009800527,-1.401847805656693,0.06060606060606061,0.1904912967728163,44,43,"ABCA9,ABCA3,ABCC1,ABCB4,ABCC9,ABCA7,ABCD1,ABCA2,TAP2,ABCD2,ABCA1,ABCA8,ABCA6,ABCC12,ABCB5,ABCG1,ABCC11,ABCB6,TAP1,ABCC5,ABCC8,ABCA12,ABCC10,ABCG4,ABCA4,ABCA5,ABCB9,ABCB7,ABCG5,ABCG8,ABCC4,ABCC2,ABCB8,ABCB1,ABCA13,ABCD4,ABCC3,CFTR,ABCB11,ABCB10,ABCC6,ABCD3,ABCG2"
Pancreatic secretion_Homo sapiens_hsa04972,-0.3402536114964598,-1.4042835847483797,0.07936507936507936,0.19070661068810932,96,92,"ATP1A2,ATP2B4,ITPR1,PLA2G5,TRPC1,ADCY4,PLCB1,ADCY5,KCNMA1,ADCY3,RHOA,TPCN2,RYR2,PRSS1,PRKCB,ADCY2,RAP1A,PLA2G2D,ADCY7,RAB3D,CCKAR,SLC4A2,GNAS,CTRB1,PRKCG,ADCY8,ITPR2,ATP1A3,PLA2G2E,ADCY1,ATP2B3,SCTR,PLCB2,CPA2,ATP1B2,ATP2B2,SLC9A1,ATP2A1,CTRL,CHRM3,CPA1,FXYD2,RAP1B,CPB1,CPA3,PLA2G2A,CELA2A,ADCY9,CD38,CELA2B,CPB2,RAB8A,BST1,PRKCA,PNLIP,CELA3A,CLCA2,PLCB3,PLA2G2F,CELA3B,ATP2A2,ATP1A4,GNAQ,KCNQ1,ATP1B4,ATP2A3,PLCB4,CEL,PNLIPRP2,ATP1B1,ATP1B3,PNLIPRP1,ATP1A1,SLC12A2,PLA2G1B,ITPR3,PLA2G3,CFTR,SLC26A3,ATP2B1,PRSS3,PRSS2,CLCA4,CLCA1,PLA2G12A,RAB11A,RAB27B,RAC1,PLA2G12B,CA2,SLC4A4,ADCY6"
2-Oxocarboxylic acid metabolism_Homo sapiens_hsa01210,-0.5657707769119645,-1.3919736559401428,0.13441955193482688,0.19179217139510316,17,17,"BCAT1,ACY1,AADAT,ACO2,ACO1,IDH2,GOT2,IDH3A,NAGS,BCAT2,IDH3G,GPT2,GPT,IDH3B,GOT1,CS,IDH1"
GABAergic synapse_Homo sapiens_hsa04727,0.3679491977958205,1.485524099041144,0.040983606557377046,0.1920417416169049,88,88,"SLC38A2,GNAI2,GABBR1,GNAO1,GNGT2,GABRB3,GNG7,CACNA1C,GNB4,ADCY4,ADCY5,ADCY3,GABRA6,GNG4,GABRG2,GNG2,GNG11,CACNA1B,GABRG3,GNB5,PRKCB,GABARAPL1,GNG10,SLC6A13,PLCL1,GNG3,GABRA4,GABRB1,ADCY2,GABRR2,ADCY7,GABBR2,SLC6A1,SLC12A5,PRKACG,PRKCG,NSF,ADCY8,GABARAP,GABRA5,GABARAPL2,ADCY1,GLUL,GABRP,SLC6A11,GABRQ,GABRD,SLC32A1,HAP1,SLC38A3,GABRG1,GABRR3,GABRA3,GNB1,ADCY9,CACNA1S,GNB2,GNG8,SLC38A1,GABRE,GABRB2,SLC38A5,PRKACA,GNG13,GAD2,PRKCA,CACNA1A,GNGT1,GABRR1,CACNA1D,KCNJ6,GNB3,GABRA1,TRAK2,GNAI1,SRC,GLS,CACNA1F,GAD1,GLS2,GPHN,GNAI3,GABRA2,GNG5,PRKACB,GNG12,ADCY6,ABAT"
Morphine addiction_Homo sapiens_hsa05032,0.4063005890593164,1.503814415845545,0.024242424242424242,0.1924068276457996,91,90,"PDE2A,GNAI2,PDE1A,GABBR1,GNAO1,GNGT2,ADRBK2,GABRB3,GNG7,GNB4,ADCY4,ADCY5,PDE4B,ADCY3,GABRA6,GNG4,GABRG2,PDE7A,GNG2,GNG11,CACNA1B,GABRG3,GNB5,PRKCB,GNG10,GNG3,PDE1B,GABRA4,PDE8B,GRK4,GABRB1,ADCY2,GABRR2,ADCY7,ARRB2,PDE10A,KCNJ9,PDE4D,GABBR2,GNAS,PRKACG,GRK5,PRKCG,ADRBK1,ADCY8,GRK6,GABRA5,ADORA1,ADCY1,PDE7B,GABRP,GABRQ,KCNJ3,GABRD,SLC32A1,OPRM1,DRD1,PDE1C,GABRG1,GABRR3,GABRA3,GNB1,ADCY9,GNB2,GNG8,GABRE,GABRB2,KCNJ5,PDE3A,PDE3B,PRKACA,GNG13,PRKCA,CACNA1A,GNGT1,GABRR1,PDE4A,KCNJ6,GNB3,GABRA1,GNAI1,PDE11A,GNAI3,ARRB1,GABRA2,GNG5,PRKACB,PDE8A,GNG12,ADCY6"
PI3K-Akt signaling pathway_Homo sapiens_hsa04151,0.31213490167897395,1.4941413501418002,0.006085192697768763,0.19257810257293537,341,332,"COL1A2,THBS2,RELN,FGF13,COL6A3,NR4A1,LPAR1,FGF2,COL4A1,ITGA5,VEGFC,VWF,LAMC1,ITGA7,COL6A2,FN1,PDGFRB,FGF7,ITGA1,LAMB2,OSMR,GNGT2,EIF4B,FGFR1,MYC,IGF1,PDGFB,LAMA4,COL4A2,CREB5,ANGPT2,ATF4,PIK3CD,COL1A1,FGF1,DDIT4,NGFR,FIGF,PPP2CA,GNG7,THBS4,PGF,CDK4,TNC,GNB4,VEGFB,LAMA2,FGF23,SPP1,CSF1R,YWHAG,CSF3R,GNG4,IL7R,FLT4,AKT3,GNG2,PKN3,AKT1,GNG11,PIK3AP1,TCL1A,COL6A6,GNB5,IL6,JAK3,IFNA16,GNG10,IFNA4,IL3,TEK,PIK3R3,CD19,IL2RA,IFNA21,LAMA5,SGK1,GNG3,PPP2R5B,PRKAA2,ANGPT1,TNR,CREB3L2,NGF,FGF3,PDGFC,EPOR,MAP2K1,G6PC2,AKT2,GRB2,IL2RG,PPP2R5C,RELA,CCND2,ITGA9,CCND3,ITGB7,COL6A1,FGF4,IL2,IL4R,PIK3CG,INS,PIK3R5,THBS3,KIT,BRCA1,PKN1,TSC1,LAMB1,COL4A4,THBS1,IKBKB,IFNAR2,CDK2,IKBKG,HSP90AB1,RPS6,IFNA5,GHR,LPAR6,STK11,CDKN1B,IRS1,ITGA4,PDGFRA,FGF14,ITGAV,PPP2R2B,PIK3CA,COL9A3,LPAR4,FGF19,RHEB,BCL2,ITGA8,ANGPT4,PIK3R1,NOS3,COL4A3,EFNA5,TLR2,TCL1B,RPS6KB1,GH2,THEM4,EPO,COMP,FASLG,JAK2,GYS1,CASP9,YWHAQ,PRL,ATF6B,ITGB1,HGF,CSF3,EIF4EBP1,EPHA2,HSP90AA1,IBSP,IFNB1,CRTC2,CSH1,LAMA3,PIK3R2,PPP2R5E,FGF10,IFNA2,LAMC2,FGF8,RPS6KB2,ITGA2B,CREB1,TNXB,RBL2,COL4A6,IFNA10,G6PC3,FGF6,CCND1,IFNA7,CHRM1,FGF16,PPP2R2A,IL2RB,FGF18,PPP2R5D,FLT1,KDR,OSM,MCL1,COL2A1,GNB1,GH1,HRAS,YWHAH,COL9A1,COL4A5,FGF20,TP53,HSP90B1,GSK3B,GNB2,IL3RA,IFNA1,GNG8,NFKB1,TNN,FGF12,ITGA10,PIK3CB,PPP2R2D,PPP2R1A,GNG13,CHRM2,TLR4,FGF17,PRKCA,FOXO3,MAP2K2,ITGB3,CREB3L3,PPP2R2C,PTK2,FGF5,CHUK,ITGB8,KRAS,GNGT1,F2R,PTEN,CDC37,CREB3,ATF2,MDM2,SOS1,RAF1,EGF,IFNA17,SYK,PDGFD,ITGA3,MTCP1,ITGA11,IL4,BCL2L1,FGF21,GNB3,PRKAA1,RPTOR,LAMC3,IGF1R,FGFR3,KITLG,EIF4E,CDKN1A,CSF1,MAPK3,MTOR,GYS2,PHLPP1,VEGFA,IFNA8,COL9A2,EFNA2,ITGB4,EFNA4,EIF4E2,CREB3L4,YWHAE,CREB3L1,ITGB5,PPP2R3C,IFNA14,BCL2L11,LPAR2,PKN2,PPP2R5A,EFNA1,LAMA1,LAMB4,PDGFA,BAD,FGFR4,FGF11,LPAR3,MLST8,CCNE2,YWHAZ,PHLPP2,JAK1,MAPK1,FGF22,COL6A5,FGFR2,PPP2R1B,FGF9,PDPK1,PPP2R3A,EGFR,CHAD,IFNAR1,EFNA3,TSC2,INSR,CDK6,PCK1,YWHAB,ITGA6,SOS2,LAMB3,CCNE1,SGK2,RXRA,PCK2,PPP2CB,MYB,MET,GNG5,IL7,NRAS,LPAR5,RAC1,G6PC,GNG12,ITGB6,IL6R,PRLR,ITGA2"
p53 signaling pathway_Homo sapiens_hsa04115,-0.39774075323107094,-1.3922413950010957,0.07784431137724551,0.19444624813207145,69,69,"IGF1,CDK4,SHISA5,IGFBP3,RPRM,DDB2,CCND2,CCND3,THBS1,ATM,CDK2,GADD45B,SESN3,CDKN2A,BAI1,ZMAT3,BBC3,SESN1,CASP9,SIAH1,CD82,ATR,TP53AIP1,MDM4,GTSE1,CCND1,CHEK1,RRM2B,PIDD1,TP53,SERPINE1,CHEK2,GADD45A,TP73,RRM2,PPM1D,CCNG1,CCNB3,PTEN,PMAIP1,MDM2,BID,CASP8,GADD45G,SFN,CDKN1A,TNFRSF10B,BAX,FAS,APAF1,CCNB2,CCNE2,RCHY1,SERPINB5,STEAP3,TSC2,RFWD2,CDK6,GORAB,CCNG2,PERP,CDK1,SESN2,CCNB1,TP53I3,CCNE1,CYCS,EI24,CASP3"
Fatty acid elongation_Homo sapiens_hsa00062,-0.47478355063623284,-1.3810317495198159,0.14450867052023122,0.19995299181238127,25,23,"PPT1,ELOVL4,PTPLA,ELOVL2,ELOVL5,ELOVL3,PTPLAD2,HSD17B12,MECR,PTPLAD1,TECR,ACOT7,ACOT1,ELOVL7,ELOVL1,ELOVL6,ACOT4,ACAA2,PTPLB,HADHA,HADHB,ECHS1,HADH"
Focal adhesion_Homo sapiens_hsa04510,0.4296109669634372,1.782538029691898,0.004219409282700422,0.20544770059791836,202,200,"JUN,COL1A2,THBS2,FLNA,RELN,COL6A3,FYN,CAV1,COL4A1,ITGA5,VEGFC,MAPK10,ACTN1,VWF,LAMC1,ITGA7,COL6A2,FN1,PDGFRB,ITGA1,LAMB2,CAV2,FLNC,MYL9,IGF1,PDGFB,LAMA4,COL4A2,PIK3CD,PARVB,ZYX,MYLK,COL1A1,ILK,FIGF,THBS4,PPP1R12A,PGF,TNC,VEGFB,LAMA2,SPP1,CDC42,RAC2,BIRC3,MYL7,ROCK1,SHC3,PPP1R12B,RHOA,PAK3,FLT4,AKT3,AKT1,PARVA,MYLK2,VAV1,COL6A6,PRKCB,PIK3R3,VCL,LAMA5,ACTN3,TNR,PDGFC,MAP2K1,AKT2,GRB2,RAP1A,TLN1,PPP1R12C,CCND2,PARVG,ITGA9,CCND3,ITGB7,COL6A1,PIK3CG,PIK3R5,THBS3,SHC2,LAMB1,COL4A4,THBS1,SHC4,MYL10,ELK1,CTNNB1,CAV3,PRKCG,VASP,ITGA4,PDGFRA,ITGAV,PIP5K1C,PIK3CA,COL9A3,RAPGEF1,BCL2,ITGA8,PAK7,PIK3R1,COL4A3,ACTN2,COMP,ITGB1,HGF,IBSP,LAMA3,PIK3R2,LAMC2,MYL5,RAC3,ITGA2B,TNXB,RAP1B,COL4A6,ACTB,PPP1CB,CCND1,SHC1,FLT1,KDR,COL2A1,MYL12A,HRAS,COL9A1,COL4A5,PXN,GSK3B,PAK4,MYL2,DOCK1,TNN,ITGA10,PIK3CB,PRKCA,ITGB3,BRAF,PTK2,MAPK8,ITGB8,ARHGAP5,MYLK4,PTEN,MAPK9,PAK2,SOS1,RAF1,EGF,PDGFD,ROCK2,ITGA3,RASGRF1,ITGA11,MYLPF,DIAPH1,LAMC3,IGF1R,MAPK3,TLN2,VEGFA,MYLK3,VAV2,COL9A2,ITGB4,PPP1CA,SRC,ITGB5,BIRC2,LAMA1,MYL12B,LAMB4,PPP1CC,PDGFA,BAD,ACTN4,PAK6,MAPK1,COL6A5,ARHGAP35,PDPK1,EGFR,CHAD,ITGA6,BCAR1,SOS2,LAMB3,CRKL,ERBB2,MET,XIAP,CAPN2,RAC1,PAK1,FLNB,CRK,ITGB6,ITGA2,VAV3"
Leukocyte transendothelial migration_Homo sapiens_hsa04670,0.36413381027596364,1.463031870339052,0.07127882599580712,0.21477401563029375,118,115,"CXCL12,CXCR4,THY1,PECAM1,GNAI2,JAM2,ACTN1,CTNNA2,MSN,CDH5,MYL9,ESAM,ITGAM,PIK3CD,CLDN5,ICAM1,VCAM1,MMP9,CLDN11,CDC42,RAC2,MYL7,CD99,ROCK1,ITGB2,RHOA,JAM3,VAV1,PRKCB,MMP2,PIK3R3,NCF4,VCL,CLDN22,ITK,ITGAL,ACTN3,RASSF5,NCF2,RAPGEF3,RAP1A,NCF1,RHOH,PIK3CG,PIK3R5,MAPK11,MYL10,PLCG2,CYBB,CTNNA3,CTNNB1,SIPA1,PRKCG,RAPGEF4,VASP,ITGA4,PIK3CA,PLCG1,PIK3R1,CLDN20,ACTN2,ITGB1,CLDN10,PIK3R2,MYL5,RAP1B,ACTB,CLDN14,MAPK12,MYL12A,CYBA,PXN,MYL2,CLDN9,PIK3CB,CLDN16,PTK2B,PRKCA,PTPN11,PTK2,ARHGAP5,CLDN18,CLDN6,ROCK2,MLLT4,CLDN4,CLDN2,MYLPF,TXK,CLDN8,CLDN1,VAV2,GNAI1,CLDN19,CLDN15,CLDN17,MYL12B,MAPK14,ACTN4,CLDN23,CLDN3,NOX3,GNAI3,ARHGAP35,EZR,NOX1,BCAR1,CLDN7,CTNNA1,F11R,CTNND1,RAC1,MAPK13,OCLN,VAV3"
T cell receptor signaling pathway_Homo sapiens_hsa04660,0.3929087884876621,1.4473950074882878,0.08704453441295547,0.21917416261551495,104,104,"FOS,JUN,FYN,NFATC1,MAP3K14,PIK3CD,CDK4,CDC42,LCP2,NFATC2,MALT1,CD3D,RHOA,PAK3,AKT3,CTLA4,AKT1,CD4,VAV1,MAP3K8,LCK,CD40LG,PTPN6,PIK3R3,RASGRP1,ITK,CSF2,PPP3CB,PRKCQ,GRAP2,MAP2K1,AKT2,GRB2,ZAP70,RELA,CD3E,PPP3CA,ICOS,IL2,PIK3CG,PIK3R5,MAPK11,IKBKB,IKBKG,LAT,CD8B,PTPRC,BCL10,CD247,CD8A,PIK3CA,CD28,PLCG1,IL10,PDCD1,NFATC3,NFKBIA,PAK7,PIK3R1,CARD11,NFKBIE,TEC,CBLB,PIK3R2,CD3G,MAPK12,IFNG,HRAS,GSK3B,PAK4,MAP3K7,NFKB1,PIK3CB,MAP2K2,CBL,CHUK,KRAS,MAPK9,PAK2,NCK2,SOS1,RAF1,TNF,IL5,IL4,MAP2K7,MAPK3,PPP3CC,VAV2,PPP3R2,NFKBIB,DLG1,PPP3R1,MAPK14,CBLC,PAK6,MAPK1,PDPK1,SOS2,NCK1,NRAS,PAK1,MAPK13,VAV3"
